Entity,Code,Year,"Homicide rate per 100,000 population  where the weapon was a firearm",World region according to OWID
Spain,ESP,2013,0.11310192,Europe
Spain,ESP,2014,0.119862534,Europe
Spain,ESP,2015,0.096393414,Europe
Spain,ESP,2016,0.083453216,Europe
Spain,ESP,2017,0.13441837,Europe
Spain,ESP,2018,0.10404983,Europe
Spain,ESP,2019,0.11173157,Europe
Spain,ESP,2020,0.0776015,Europe
Spain,ESP,2021,0.08169992,Europe
Spain,ESP,2022,0.10454044,Europe
Spain,ESP,2023,0.11062044,Europe
Sri Lanka,LKA,2007,5.0408573,Asia
Sri Lanka,LKA,2008,3.3253548,Asia
Sri Lanka,LKA,2009,1.2718947,Asia
Sri Lanka,LKA,2010,0.38315848,Asia
Sri Lanka,LKA,2011,0.34270948,Asia
Sri Lanka,LKA,2012,0.29287475,Asia
Sri Lanka,LKA,2013,0.20132191,Asia
Sri Lanka,LKA,2014,0.23668687,Asia
Sri Lanka,LKA,2015,0.20708725,Asia
Sri Lanka,LKA,2016,0.21907032,Asia
Sri Lanka,LKA,2017,0.2308996,Asia
Sri Lanka,LKA,2018,0.33253768,Asia
Sri Lanka,LKA,2019,0.07139494,Asia
Suriname,SUR,2016,2.5520751,South America
Suriname,SUR,2017,1.3474524,South America
Suriname,SUR,2018,3.3360438,South America
Suriname,SUR,2019,1.650797,South America
Suriname,SUR,2020,2.123085,South America
Suriname,SUR,2021,2.5894325,South America
Suriname,SUR,2022,3.3698995,South America
Suriname,SUR,2023,2.2261586,South America
Sweden,SWE,2010,0.15994486,Europe
Sweden,SWE,2011,0.17990829,Europe
Sweden,SWE,2012,0.17858106,Europe
Sweden,SWE,2013,0.27081585,Europe
Sweden,SWE,2014,0.28876597,Europe
Sweden,SWE,2015,0.3367525,Europe
Sweden,SWE,2016,0.3023194,Europe
Sweden,SWE,2017,0.39769885,Europe
Sweden,SWE,2018,0.42258763,Europe
Sweden,SWE,2019,0.43778044,Europe
Sweden,SWE,2020,0.463603,Europe
Sweden,SWE,2021,0.43202218,Europe
Sweden,SWE,2022,0.6007244,Europe
Sweden,SWE,2023,0.50229853,Europe
Switzerland,CHE,2009,0.3101719,Europe
Switzerland,CHE,2010,0.16611819,Europe
Switzerland,CHE,2011,0.27797532,Europe
Switzerland,CHE,2012,0.16252181,Europe
Switzerland,CHE,2013,0.22246386,Europe
Switzerland,CHE,2014,0.08546763,Europe
Switzerland,CHE,2015,0.20521651,Europe
Switzerland,CHE,2016,0.19104703,Europe
Switzerland,CHE,2017,0.16560937,Europe
Switzerland,CHE,2018,0.15264766,Europe
Switzerland,CHE,2019,0.12824214,Europe
Switzerland,CHE,2020,0.10415965,Europe
Switzerland,CHE,2021,0.09187985,Europe
Switzerland,CHE,2022,0.12511115,Europe
Switzerland,CHE,2023,0.13527893,Europe
Tajikistan,TJK,2020,0.061542813,Asia
Tanzania,TZA,2010,0.06702639,Africa
Tanzania,TZA,2011,0.08472852,Africa
Tanzania,TZA,2012,0.08443403,Africa
Tanzania,TZA,2013,0.10240838,Africa
Tanzania,TZA,2014,0.15292491,Africa
Tanzania,TZA,2015,0.103804305,Africa
Thailand,THA,2007,3.5870552,Asia
Thailand,THA,2008,3.1115134,Asia
Thailand,THA,2009,2.8229148,Asia
Thailand,THA,2010,3.3071132,Asia
Thailand,THA,2011,2.8301392,Asia
Thailand,THA,2012,2.8803463,Asia
Thailand,THA,2015,1.798959,Asia
Thailand,THA,2016,1.4592186,Asia
Trinidad and Tobago,TTO,2006,19.871965,North America
Trinidad and Tobago,TTO,2007,22.19168,North America
Trinidad and Tobago,TTO,2008,31.41206,North America
Trinidad and Tobago,TTO,2009,26.46738,North America
Trinidad and Tobago,TTO,2010,25.673311,North America
Trinidad and Tobago,TTO,2011,17.921366,North America
Trinidad and Tobago,TTO,2012,20.80055,North America
Trinidad and Tobago,TTO,2013,22.652414,North America
Trinidad and Tobago,TTO,2014,21.391405,North America
Trinidad and Tobago,TTO,2015,23.789724,North America
Trinidad and Tobago,TTO,2017,26.085262,North America
Trinidad and Tobago,TTO,2018,28.289341,North America
Trinidad and Tobago,TTO,2019,29.16033,North America
Trinidad and Tobago,TTO,2020,21.066513,North America
Uganda,UGA,2008,1.1493292,Africa
Uganda,UGA,2009,1.1096573,Africa
Uganda,UGA,2010,1.0188078,Africa
Uganda,UGA,2016,0.43042177,Africa
Uganda,UGA,2017,0.42561254,Africa
Uganda,UGA,2020,0.5600898,Africa
Uganda,UGA,2021,0.65997356,Africa
United Arab Emirates,ARE,2019,0,Asia
United Arab Emirates,ARE,2021,0.04086199,Asia
United Kingdom,GBR,2008,0.06609993,Europe
United Kingdom,GBR,2009,0.07519251,Europe
United Kingdom,GBR,2010,0.10316399,Europe
United Kingdom,GBR,2011,0.078728646,Europe
United Kingdom,GBR,2012,0.054721285,Europe
United Kingdom,GBR,2013,0.055909835,Europe
United Kingdom,GBR,2014,0.03545776,Europe
United Kingdom,GBR,2015,0.045884114,Europe
United Kingdom,GBR,2016,0.05918654,Europe
United Kingdom,GBR,2017,0.04822584,Europe
United Kingdom,GBR,2018,0.055428658,Europe
United Kingdom,GBR,2021,0.048766945,Europe
United Kingdom,GBR,2022,0.05133522,Europe
United States,USA,2005,3.4350448,North America
United States,USA,2006,3.4228208,North America
United States,USA,2007,3.3557043,North America
United States,USA,2008,3.1242383,North America
United States,USA,2009,2.986461,North America
United States,USA,2010,2.8528001,North America
United States,USA,2011,2.7548106,North America
United States,USA,2012,2.7923594,North America
United States,USA,2013,2.640961,North America
United States,USA,2014,2.5724556,North America
United States,USA,2015,2.7912483,North America
United States,USA,2016,3.1587636,North America
United States,USA,2017,3.3172321,North America
United States,USA,2018,3.1290245,North America
United States,USA,2019,3.119393,North America
United States,USA,2020,4.0125365,North America
United States,USA,2021,5.4077263,North America
United States,USA,2022,5.0085783,North America
United States,USA,2023,4.4212523,North America
Uruguay,URY,2011,2.9156933,South America
Uruguay,URY,2012,4.8869686,South America
Uruguay,URY,2013,4.7528844,South America
Uruguay,URY,2014,4.8564887,South America
Uruguay,URY,2015,5.9382124,South America
Uruguay,URY,2016,4.793916,South America
Uruguay,URY,2017,5.0170617,South America
Uruguay,URY,2018,8.778819,South America
Uruguay,URY,2019,7.2412457,South America
Uruguay,URY,2020,6.443132,South America
Uruguay,URY,2021,5.4170313,South America
Uruguay,URY,2022,6.8123245,South America
Uruguay,URY,2023,7.083657,South America
Uzbekistan,UZB,2016,0.035161104,Asia
Uzbekistan,UZB,2017,0.02199931,Asia
Uzbekistan,UZB,2018,0.009266841,Asia
Uzbekistan,UZB,2019,0.012134192,Asia
Vatican,VAT,2009,0,Europe
Vatican,VAT,2010,0,Europe
Vatican,VAT,2011,0,Europe
Vatican,VAT,2012,0,Europe
Vatican,VAT,2013,0,Europe
Vatican,VAT,2014,0,Europe
Vatican,VAT,2015,0,Europe
Vatican,VAT,2021,0,Europe
Vatican,VAT,2022,0,Europe
Vatican,VAT,2023,0,Europe
